region,date,value
City of Hamilton Health Unit,2020-03-31,0
City of Hamilton Health Unit,2020-04-01,42
City of Hamilton Health Unit,2020-04-02,15
City of Hamilton Health Unit,2020-04-03,11
City of Hamilton Health Unit,2020-04-04,9
City of Hamilton Health Unit,2020-04-05,8
City of Hamilton Health Unit,2020-04-06,15
City of Hamilton Health Unit,2020-04-07,13
City of Hamilton Health Unit,2020-04-08,15
City of Hamilton Health Unit,2020-04-09,8
City of Hamilton Health Unit,2020-04-10,12
City of Hamilton Health Unit,2020-04-11,14
Porcupine Health Unit,2020-02-29,0
Porcupine Health Unit,2020-03-01,0
Porcupine Health Unit,2020-03-02,0
Porcupine Health Unit,2020-03-03,0
Porcupine Health Unit,2020-03-04,0
Porcupine Health Unit,2020-03-05,0
Porcupine Health Unit,2020-03-06,0
Porcupine Health Unit,2020-03-07,0
Porcupine Health Unit,2020-03-08,0
Porcupine Health Unit,2020-03-09,0
Porcupine Health Unit,2020-03-10,0
Porcupine Health Unit,2020-03-11,0
Porcupine Health Unit,2020-03-12,0
Porcupine Health Unit,2020-03-13,0
Porcupine Health Unit,2020-03-14,0
Porcupine Health Unit,2020-03-15,0
Porcupine Health Unit,2020-03-16,0
Porcupine Health Unit,2020-03-17,0
Porcupine Health Unit,2020-03-18,0
Porcupine Health Unit,2020-03-19,0
Porcupine Health Unit,2020-03-20,1
Porcupine Health Unit,2020-03-21,0
Porcupine Health Unit,2020-03-22,0
Porcupine Health Unit,2020-03-23,0
Porcupine Health Unit,2020-03-24,0
Porcupine Health Unit,2020-03-25,3
Porcupine Health Unit,2020-03-26,2
Porcupine Health Unit,2020-03-27,4
Porcupine Health Unit,2020-03-28,0
Porcupine Health Unit,2020-03-29,0
Porcupine Health Unit,2020-03-30,2
Porcupine Health Unit,2020-03-31,0
Porcupine Health Unit,2020-04-01,9
Porcupine Health Unit,2020-04-02,2
Porcupine Health Unit,2020-04-03,5
Porcupine Health Unit,2020-04-04,1
Porcupine Health Unit,2020-04-05,0
Porcupine Health Unit,2020-04-06,1
Porcupine Health Unit,2020-04-07,1
Porcupine Health Unit,2020-04-08,0
Porcupine Health Unit,2020-04-09,3
Porcupine Health Unit,2020-04-10,3
Porcupine Health Unit,2020-04-11,2
Peel Regional Health Unit,2020-02-29,0
Peel Regional Health Unit,2020-03-01,0
Peel Regional Health Unit,2020-03-02,0
Peel Regional Health Unit,2020-03-03,0
Peel Regional Health Unit,2020-03-04,0
Peel Regional Health Unit,2020-03-05,0
Peel Regional Health Unit,2020-03-06,2
Peel Regional Health Unit,2020-03-07,0
Peel Regional Health Unit,2020-03-08,1
Peel Regional Health Unit,2020-03-09,1
Peel Regional Health Unit,2020-03-10,0
Peel Regional Health Unit,2020-03-11,0
Peel Regional Health Unit,2020-03-12,3
Peel Regional Health Unit,2020-03-13,4
Peel Regional Health Unit,2020-03-14,1
Peel Regional Health Unit,2020-03-15,5
Peel Regional Health Unit,2020-03-16,4
Peel Regional Health Unit,2020-03-17,0
Peel Regional Health Unit,2020-03-18,2
Peel Regional Health Unit,2020-03-19,3
Peel Regional Health Unit,2020-03-20,7
Peel Regional Health Unit,2020-03-21,4
Peel Regional Health Unit,2020-03-22,1
Peel Regional Health Unit,2020-03-23,6
Peel Regional Health Unit,2020-03-24,5
Peel Regional Health Unit,2020-03-25,13
Peel Regional Health Unit,2020-03-26,15
Peel Regional Health Unit,2020-03-27,12
Peel Regional Health Unit,2020-03-28,14
Peel Regional Health Unit,2020-03-29,38
Peel Regional Health Unit,2020-03-30,75
Peel Regional Health Unit,2020-03-31,61
Peel Regional Health Unit,2020-04-01,32
Peel Regional Health Unit,2020-04-02,53
Peel Regional Health Unit,2020-04-03,50
Peel Regional Health Unit,2020-04-04,36
Peel Regional Health Unit,2020-04-05,37
Peel Regional Health Unit,2020-04-06,72
Peel Regional Health Unit,2020-04-07,80
Peel Regional Health Unit,2020-04-08,47
Peel Regional Health Unit,2020-04-09,102
Peel Regional Health Unit,2020-04-10,46
Peel Regional Health Unit,2020-04-11,54
North Bay Parry Sound District Health Unit,2020-02-29,0
North Bay Parry Sound District Health Unit,2020-03-01,0
North Bay Parry Sound District Health Unit,2020-03-02,0
North Bay Parry Sound District Health Unit,2020-03-03,0
North Bay Parry Sound District Health Unit,2020-03-04,0
North Bay Parry Sound District Health Unit,2020-03-05,0
North Bay Parry Sound District Health Unit,2020-03-06,0
North Bay Parry Sound District Health Unit,2020-03-07,0
North Bay Parry Sound District Health Unit,2020-03-08,0
North Bay Parry Sound District Health Unit,2020-03-09,0
North Bay Parry Sound District Health Unit,2020-03-10,0
North Bay Parry Sound District Health Unit,2020-03-11,0
North Bay Parry Sound District Health Unit,2020-03-12,0
North Bay Parry Sound District Health Unit,2020-03-13,0
North Bay Parry Sound District Health Unit,2020-03-14,0
North Bay Parry Sound District Health Unit,2020-03-15,0
North Bay Parry Sound District Health Unit,2020-03-16,0
North Bay Parry Sound District Health Unit,2020-03-17,0
North Bay Parry Sound District Health Unit,2020-03-18,0
North Bay Parry Sound District Health Unit,2020-03-19,0
North Bay Parry Sound District Health Unit,2020-03-20,0
North Bay Parry Sound District Health Unit,2020-03-21,0
North Bay Parry Sound District Health Unit,2020-03-22,0
North Bay Parry Sound District Health Unit,2020-03-23,0
North Bay Parry Sound District Health Unit,2020-03-24,0
North Bay Parry Sound District Health Unit,2020-03-25,0
North Bay Parry Sound District Health Unit,2020-03-26,1
North Bay Parry Sound District Health Unit,2020-03-27,0
North Bay Parry Sound District Health Unit,2020-03-28,0
North Bay Parry Sound District Health Unit,2020-03-29,2
North Bay Parry Sound District Health Unit,2020-03-30,1
North Bay Parry Sound District Health Unit,2020-03-31,0
North Bay Parry Sound District Health Unit,2020-04-01,0
North Bay Parry Sound District Health Unit,2020-04-02,0
North Bay Parry Sound District Health Unit,2020-04-03,0
North Bay Parry Sound District Health Unit,2020-04-04,0
North Bay Parry Sound District Health Unit,2020-04-05,0
North Bay Parry Sound District Health Unit,2020-04-06,1
North Bay Parry Sound District Health Unit,2020-04-07,0
North Bay Parry Sound District Health Unit,2020-04-08,1
North Bay Parry Sound District Health Unit,2020-04-09,0
North Bay Parry Sound District Health Unit,2020-04-10,1
North Bay Parry Sound District Health Unit,2020-04-11,1
City of Ottawa Health Unit,2020-02-29,0
City of Ottawa Health Unit,2020-03-01,0
City of Ottawa Health Unit,2020-03-02,0
City of Ottawa Health Unit,2020-03-03,0
City of Ottawa Health Unit,2020-03-04,0
City of Ottawa Health Unit,2020-03-05,0
City of Ottawa Health Unit,2020-03-06,0
City of Ottawa Health Unit,2020-03-07,0
City of Ottawa Health Unit,2020-03-08,0
City of Ottawa Health Unit,2020-03-09,0
City of Ottawa Health Unit,2020-03-10,0
City of Ottawa Health Unit,2020-03-11,1
City of Ottawa Health Unit,2020-03-12,1
City of Ottawa Health Unit,2020-03-13,1
City of Ottawa Health Unit,2020-03-14,2
City of Ottawa Health Unit,2020-03-15,5
City of Ottawa Health Unit,2020-03-16,3
City of Ottawa Health Unit,2020-03-17,0
City of Ottawa Health Unit,2020-03-18,1
City of Ottawa Health Unit,2020-03-19,2
City of Ottawa Health Unit,2020-03-20,3
City of Ottawa Health Unit,2020-03-21,1
City of Ottawa Health Unit,2020-03-22,1
City of Ottawa Health Unit,2020-03-23,3
City of Ottawa Health Unit,2020-03-24,3
City of Ottawa Health Unit,2020-03-25,0
City of Ottawa Health Unit,2020-03-26,5
City of Ottawa Health Unit,2020-03-27,10
City of Ottawa Health Unit,2020-03-28,12
City of Ottawa Health Unit,2020-03-29,10
City of Ottawa Health Unit,2020-03-30,33
City of Ottawa Health Unit,2020-03-31,47
City of Ottawa Health Unit,2020-04-01,50
City of Ottawa Health Unit,2020-04-02,58
City of Ottawa Health Unit,2020-04-03,37
City of Ottawa Health Unit,2020-04-04,33
City of Ottawa Health Unit,2020-04-05,23
City of Ottawa Health Unit,2020-04-06,25
City of Ottawa Health Unit,2020-04-07,33
City of Ottawa Health Unit,2020-04-08,26
City of Ottawa Health Unit,2020-04-09,29
City of Ottawa Health Unit,2020-04-10,36
City of Ottawa Health Unit,2020-04-11,30
Peterborough County-City Health Unit,2020-02-29,0
Peterborough County-City Health Unit,2020-03-01,0
Peterborough County-City Health Unit,2020-03-02,0
Peterborough County-City Health Unit,2020-03-03,0
Peterborough County-City Health Unit,2020-03-04,0
Peterborough County-City Health Unit,2020-03-05,0
Peterborough County-City Health Unit,2020-03-06,0
Peterborough County-City Health Unit,2020-03-07,0
Peterborough County-City Health Unit,2020-03-08,0
Peterborough County-City Health Unit,2020-03-09,0
Peterborough County-City Health Unit,2020-03-10,0
Peterborough County-City Health Unit,2020-03-11,0
Peterborough County-City Health Unit,2020-03-12,0
Peterborough County-City Health Unit,2020-03-13,0
Peterborough County-City Health Unit,2020-03-14,0
Peterborough County-City Health Unit,2020-03-15,1
Peterborough County-City Health Unit,2020-03-16,0
Peterborough County-City Health Unit,2020-03-17,0
Peterborough County-City Health Unit,2020-03-18,0
Peterborough County-City Health Unit,2020-03-19,0
Peterborough County-City Health Unit,2020-03-20,2
Peterborough County-City Health Unit,2020-03-21,0
Peterborough County-City Health Unit,2020-03-22,0
Peterborough County-City Health Unit,2020-03-23,0
Peterborough County-City Health Unit,2020-03-24,0
Peterborough County-City Health Unit,2020-03-25,2
Peterborough County-City Health Unit,2020-03-26,4
Peterborough County-City Health Unit,2020-03-27,4
Peterborough County-City Health Unit,2020-03-28,0
Peterborough County-City Health Unit,2020-03-29,0
Peterborough County-City Health Unit,2020-03-30,15
Peterborough County-City Health Unit,2020-03-31,0
Peterborough County-City Health Unit,2020-04-01,0
Peterborough County-City Health Unit,2020-04-02,13
Peterborough County-City Health Unit,2020-04-03,2
Peterborough County-City Health Unit,2020-04-04,0
Peterborough County-City Health Unit,2020-04-05,1
Peterborough County-City Health Unit,2020-04-06,0
Peterborough County-City Health Unit,2020-04-07,1
Peterborough County-City Health Unit,2020-04-08,5
Peterborough County-City Health Unit,2020-04-09,0
Peterborough County-City Health Unit,2020-04-10,1
Peterborough County-City Health Unit,2020-04-11,0
Thunder Bay,2020-02-29,0
Thunder Bay,2020-03-01,0
Thunder Bay,2020-03-02,0
Thunder Bay,2020-03-03,0
Thunder Bay,2020-03-04,0
Thunder Bay,2020-03-05,0
Thunder Bay,2020-03-06,0
Thunder Bay,2020-03-07,0
Thunder Bay,2020-03-08,0
Thunder Bay,2020-03-09,0
Thunder Bay,2020-03-10,0
Thunder Bay,2020-03-11,0
Thunder Bay,2020-03-12,0
Thunder Bay,2020-03-13,0
Thunder Bay,2020-03-14,0
Thunder Bay,2020-03-15,0
Thunder Bay,2020-03-16,0
Thunder Bay,2020-03-17,0
Thunder Bay,2020-03-18,0
Thunder Bay,2020-03-19,0
Thunder Bay,2020-03-20,0
Thunder Bay,2020-03-21,0
Thunder Bay,2020-03-22,0
Thunder Bay,2020-03-23,0
Thunder Bay,2020-03-24,0
Thunder Bay,2020-03-25,0
Thunder Bay,2020-03-26,0
Thunder Bay,2020-03-27,1
Thunder Bay,2020-03-28,1
Thunder Bay,2020-03-29,1
Thunder Bay,2020-03-30,0
Thunder Bay,2020-03-31,0
Thunder Bay,2020-04-01,1
Thunder Bay,2020-04-02,5
Thunder Bay,2020-04-03,3
Thunder Bay,2020-04-04,0
Thunder Bay,2020-04-05,1
Thunder Bay,2020-04-06,5
Thunder Bay,2020-04-07,0
Thunder Bay,2020-04-08,3
Thunder Bay,2020-04-09,2
Thunder Bay,2020-04-10,2
Thunder Bay,2020-04-11,1
Grey Bruce Health Unit,2020-02-29,0
Grey Bruce Health Unit,2020-03-01,0
Grey Bruce Health Unit,2020-03-02,0
Grey Bruce Health Unit,2020-03-03,0
Grey Bruce Health Unit,2020-03-04,0
Grey Bruce Health Unit,2020-03-05,0
Grey Bruce Health Unit,2020-03-06,0
Grey Bruce Health Unit,2020-03-07,0
Grey Bruce Health Unit,2020-03-08,0
Grey Bruce Health Unit,2020-03-09,0
Grey Bruce Health Unit,2020-03-10,0
Grey Bruce Health Unit,2020-03-11,0
Grey Bruce Health Unit,2020-03-12,0
Grey Bruce Health Unit,2020-03-13,0
Grey Bruce Health Unit,2020-03-14,0
Grey Bruce Health Unit,2020-03-15,2
Grey Bruce Health Unit,2020-03-16,0
Grey Bruce Health Unit,2020-03-17,0
Grey Bruce Health Unit,2020-03-18,1
Grey Bruce Health Unit,2020-03-19,0
Grey Bruce Health Unit,2020-03-20,0
Grey Bruce Health Unit,2020-03-21,0
Grey Bruce Health Unit,2020-03-22,0
Grey Bruce Health Unit,2020-03-23,0
Grey Bruce Health Unit,2020-03-24,1
Grey Bruce Health Unit,2020-03-25,0
Grey Bruce Health Unit,2020-03-26,1
Grey Bruce Health Unit,2020-03-27,1
Grey Bruce Health Unit,2020-03-28,1
Grey Bruce Health Unit,2020-03-29,3
Grey Bruce Health Unit,2020-03-30,1
Grey Bruce Health Unit,2020-03-31,0
Grey Bruce Health Unit,2020-04-01,3
Grey Bruce Health Unit,2020-04-02,1
Grey Bruce Health Unit,2020-04-03,2
Grey Bruce Health Unit,2020-04-04,2
Grey Bruce Health Unit,2020-04-05,2
Grey Bruce Health Unit,2020-04-06,5
Grey Bruce Health Unit,2020-04-07,3
Grey Bruce Health Unit,2020-04-08,1
Grey Bruce Health Unit,2020-04-09,2
Grey Bruce Health Unit,2020-04-10,1
Grey Bruce Health Unit,2020-04-11,2
Sudbury and District Health Unit,2020-02-29,0
Sudbury and District Health Unit,2020-03-01,0
Sudbury and District Health Unit,2020-03-02,0
Sudbury and District Health Unit,2020-03-03,0
Sudbury and District Health Unit,2020-03-04,0
Sudbury and District Health Unit,2020-03-05,0
Sudbury and District Health Unit,2020-03-06,0
Sudbury and District Health Unit,2020-03-07,0
Sudbury and District Health Unit,2020-03-08,0
Sudbury and District Health Unit,2020-03-09,0
Sudbury and District Health Unit,2020-03-10,1
Sudbury and District Health Unit,2020-03-11,0
Sudbury and District Health Unit,2020-03-12,0
Sudbury and District Health Unit,2020-03-13,0
Sudbury and District Health Unit,2020-03-14,0
Sudbury and District Health Unit,2020-03-15,0
Sudbury and District Health Unit,2020-03-16,1
Sudbury and District Health Unit,2020-03-17,0
Sudbury and District Health Unit,2020-03-18,0
Sudbury and District Health Unit,2020-03-19,0
Sudbury and District Health Unit,2020-03-20,0
Sudbury and District Health Unit,2020-03-21,0
Sudbury and District Health Unit,2020-03-22,0
Sudbury and District Health Unit,2020-03-23,1
Sudbury and District Health Unit,2020-03-24,1
Sudbury and District Health Unit,2020-03-25,0
Sudbury and District Health Unit,2020-03-26,2
Sudbury and District Health Unit,2020-03-27,0
Sudbury and District Health Unit,2020-03-28,1
Sudbury and District Health Unit,2020-03-29,3
Sudbury and District Health Unit,2020-03-30,0
Sudbury and District Health Unit,2020-03-31,0
Sudbury and District Health Unit,2020-04-01,3
Sudbury and District Health Unit,2020-04-02,5
Sudbury and District Health Unit,2020-04-03,7
Sudbury and District Health Unit,2020-04-04,1
Sudbury and District Health Unit,2020-04-05,0
Sudbury and District Health Unit,2020-04-06,0
Sudbury and District Health Unit,2020-04-07,0
Sudbury and District Health Unit,2020-04-08,0
Sudbury and District Health Unit,2020-04-09,2
Sudbury and District Health Unit,2020-04-10,1
Sudbury and District Health Unit,2020-04-11,1
The Eastern Ontario Health Unit,2020-02-29,0
The Eastern Ontario Health Unit,2020-03-01,0
The Eastern Ontario Health Unit,2020-03-02,0
The Eastern Ontario Health Unit,2020-03-03,0
The Eastern Ontario Health Unit,2020-03-04,0
The Eastern Ontario Health Unit,2020-03-05,0
The Eastern Ontario Health Unit,2020-03-06,0
The Eastern Ontario Health Unit,2020-03-07,0
The Eastern Ontario Health Unit,2020-03-08,0
The Eastern Ontario Health Unit,2020-03-09,0
The Eastern Ontario Health Unit,2020-03-10,0
The Eastern Ontario Health Unit,2020-03-11,0
The Eastern Ontario Health Unit,2020-03-12,0
The Eastern Ontario Health Unit,2020-03-13,0
The Eastern Ontario Health Unit,2020-03-14,1
The Eastern Ontario Health Unit,2020-03-15,0
The Eastern Ontario Health Unit,2020-03-16,0
The Eastern Ontario Health Unit,2020-03-17,0
The Eastern Ontario Health Unit,2020-03-18,0
The Eastern Ontario Health Unit,2020-03-19,1
The Eastern Ontario Health Unit,2020-03-20,0
The Eastern Ontario Health Unit,2020-03-21,0
The Eastern Ontario Health Unit,2020-03-22,1
The Eastern Ontario Health Unit,2020-03-23,1
The Eastern Ontario Health Unit,2020-03-24,0
The Eastern Ontario Health Unit,2020-03-25,0
The Eastern Ontario Health Unit,2020-03-26,0
The Eastern Ontario Health Unit,2020-03-27,0
The Eastern Ontario Health Unit,2020-03-28,5
The Eastern Ontario Health Unit,2020-03-29,0
The Eastern Ontario Health Unit,2020-03-30,0
The Eastern Ontario Health Unit,2020-03-31,0
The Eastern Ontario Health Unit,2020-04-01,10
The Eastern Ontario Health Unit,2020-04-02,7
The Eastern Ontario Health Unit,2020-04-03,5
The Eastern Ontario Health Unit,2020-04-04,3
The Eastern Ontario Health Unit,2020-04-05,8
The Eastern Ontario Health Unit,2020-04-06,2
The Eastern Ontario Health Unit,2020-04-07,1
The Eastern Ontario Health Unit,2020-04-08,2
The Eastern Ontario Health Unit,2020-04-09,2
The Eastern Ontario Health Unit,2020-04-10,0
The Eastern Ontario Health Unit,2020-04-11,9
Hastings and Prince Edward Counties Health Unit,2020-02-29,0
Hastings and Prince Edward Counties Health Unit,2020-03-01,0
Hastings and Prince Edward Counties Health Unit,2020-03-02,0
Hastings and Prince Edward Counties Health Unit,2020-03-03,0
Hastings and Prince Edward Counties Health Unit,2020-03-04,0
Hastings and Prince Edward Counties Health Unit,2020-03-05,0
Hastings and Prince Edward Counties Health Unit,2020-03-06,0
Hastings and Prince Edward Counties Health Unit,2020-03-07,0
Hastings and Prince Edward Counties Health Unit,2020-03-08,0
Hastings and Prince Edward Counties Health Unit,2020-03-09,0
Hastings and Prince Edward Counties Health Unit,2020-03-10,0
Hastings and Prince Edward Counties Health Unit,2020-03-11,0
Hastings and Prince Edward Counties Health Unit,2020-03-12,0
Hastings and Prince Edward Counties Health Unit,2020-03-13,0
Hastings and Prince Edward Counties Health Unit,2020-03-14,0
Hastings and Prince Edward Counties Health Unit,2020-03-15,0
Hastings and Prince Edward Counties Health Unit,2020-03-16,0
Hastings and Prince Edward Counties Health Unit,2020-03-17,0
Hastings and Prince Edward Counties Health Unit,2020-03-18,0
Hastings and Prince Edward Counties Health Unit,2020-03-19,0
Hastings and Prince Edward Counties Health Unit,2020-03-20,1
Hastings and Prince Edward Counties Health Unit,2020-03-21,1
Hastings and Prince Edward Counties Health Unit,2020-03-22,0
Hastings and Prince Edward Counties Health Unit,2020-03-23,1
Hastings and Prince Edward Counties Health Unit,2020-03-24,0
Hastings and Prince Edward Counties Health Unit,2020-03-25,2
Hastings and Prince Edward Counties Health Unit,2020-03-26,1
Hastings and Prince Edward Counties Health Unit,2020-03-27,0
Hastings and Prince Edward Counties Health Unit,2020-03-28,1
Hastings and Prince Edward Counties Health Unit,2020-03-29,0
Hastings and Prince Edward Counties Health Unit,2020-03-30,1
Hastings and Prince Edward Counties Health Unit,2020-03-31,0
Hastings and Prince Edward Counties Health Unit,2020-04-01,5
Hastings and Prince Edward Counties Health Unit,2020-04-02,3
Hastings and Prince Edward Counties Health Unit,2020-04-03,1
Hastings and Prince Edward Counties Health Unit,2020-04-04,1
Hastings and Prince Edward Counties Health Unit,2020-04-05,2
Hastings and Prince Edward Counties Health Unit,2020-04-06,1
Hastings and Prince Edward Counties Health Unit,2020-04-07,3
Hastings and Prince Edward Counties Health Unit,2020-04-08,1
Hastings and Prince Edward Counties Health Unit,2020-04-09,0
Hastings and Prince Edward Counties Health Unit,2020-04-10,0
Hastings and Prince Edward Counties Health Unit,2020-04-11,0
Niagara Regional Area Health Unit,2020-02-29,0
Niagara Regional Area Health Unit,2020-03-01,0
Niagara Regional Area Health Unit,2020-03-02,0
Niagara Regional Area Health Unit,2020-03-03,0
Niagara Regional Area Health Unit,2020-03-04,0
Niagara Regional Area Health Unit,2020-03-05,0
Niagara Regional Area Health Unit,2020-03-06,0
Niagara Regional Area Health Unit,2020-03-07,0
Niagara Regional Area Health Unit,2020-03-08,0
Niagara Regional Area Health Unit,2020-03-09,0
Niagara Regional Area Health Unit,2020-03-10,0
Niagara Regional Area Health Unit,2020-03-11,0
Niagara Regional Area Health Unit,2020-03-12,0
Niagara Regional Area Health Unit,2020-03-13,1
Niagara Regional Area Health Unit,2020-03-14,0
Niagara Regional Area Health Unit,2020-03-15,1
Niagara Regional Area Health Unit,2020-03-16,1
Niagara Regional Area Health Unit,2020-03-17,0
Niagara Regional Area Health Unit,2020-03-18,1
Niagara Regional Area Health Unit,2020-03-19,0
Niagara Regional Area Health Unit,2020-03-20,0
Niagara Regional Area Health Unit,2020-03-21,0
Niagara Regional Area Health Unit,2020-03-22,0
Niagara Regional Area Health Unit,2020-03-23,0
Niagara Regional Area Health Unit,2020-03-24,2
Niagara Regional Area Health Unit,2020-03-25,1
Niagara Regional Area Health Unit,2020-03-26,2
Niagara Regional Area Health Unit,2020-03-27,3
Niagara Regional Area Health Unit,2020-03-28,2
Niagara Regional Area Health Unit,2020-03-29,7
Niagara Regional Area Health Unit,2020-03-30,13
Niagara Regional Area Health Unit,2020-03-31,0
Niagara Regional Area Health Unit,2020-04-01,41
Niagara Regional Area Health Unit,2020-04-02,16
Niagara Regional Area Health Unit,2020-04-03,8
Niagara Regional Area Health Unit,2020-04-04,24
Niagara Regional Area Health Unit,2020-04-05,13
Niagara Regional Area Health Unit,2020-04-06,13
Niagara Regional Area Health Unit,2020-04-07,13
Niagara Regional Area Health Unit,2020-04-08,18
Niagara Regional Area Health Unit,2020-04-09,9
Niagara Regional Area Health Unit,2020-04-10,12
Niagara Regional Area Health Unit,2020-04-11,20
Brant County Health Unit,2020-02-29,0
Brant County Health Unit,2020-03-01,0
Brant County Health Unit,2020-03-02,0
Brant County Health Unit,2020-03-03,0
Brant County Health Unit,2020-03-04,0
Brant County Health Unit,2020-03-05,0
Brant County Health Unit,2020-03-06,0
Brant County Health Unit,2020-03-07,0
Brant County Health Unit,2020-03-08,0
Brant County Health Unit,2020-03-09,0
Brant County Health Unit,2020-03-10,0
Brant County Health Unit,2020-03-11,0
Brant County Health Unit,2020-03-12,0
Brant County Health Unit,2020-03-13,0
Brant County Health Unit,2020-03-14,0
Brant County Health Unit,2020-03-15,0
Brant County Health Unit,2020-03-16,0
Brant County Health Unit,2020-03-17,0
Brant County Health Unit,2020-03-18,1
Brant County Health Unit,2020-03-19,0
Brant County Health Unit,2020-03-20,0
Brant County Health Unit,2020-03-21,0
Brant County Health Unit,2020-03-22,0
Brant County Health Unit,2020-03-23,0
Brant County Health Unit,2020-03-24,2
Brant County Health Unit,2020-03-25,0
Brant County Health Unit,2020-03-26,0
Brant County Health Unit,2020-03-27,0
Brant County Health Unit,2020-03-28,0
Brant County Health Unit,2020-03-29,0
Brant County Health Unit,2020-03-30,8
Brant County Health Unit,2020-03-31,0
Brant County Health Unit,2020-04-01,6
Brant County Health Unit,2020-04-02,12
Brant County Health Unit,2020-04-03,6
Brant County Health Unit,2020-04-04,7
Brant County Health Unit,2020-04-05,4
Brant County Health Unit,2020-04-06,0
Brant County Health Unit,2020-04-07,1
Brant County Health Unit,2020-04-08,1
Brant County Health Unit,2020-04-09,6
Brant County Health Unit,2020-04-10,6
Brant County Health Unit,2020-04-11,1
"Kingston, Frontenac, and Lennox and Addington Health Unit",2020-02-29,0
"Kingston, Frontenac, and Lennox and Addington Health Unit",2020-03-01,0
"Kingston, Frontenac, and Lennox and Addington Health Unit",2020-03-02,0
"Kingston, Frontenac, and Lennox and Addington Health Unit",2020-03-03,0
"Kingston, Frontenac, and Lennox and Addington Health Unit",2020-03-04,0
"Kingston, Frontenac, and Lennox and Addington Health Unit",2020-03-05,0
"Kingston, Frontenac, and Lennox and Addington Health Unit",2020-03-06,0
"Kingston, Frontenac, and Lennox and Addington Health Unit",2020-03-07,0
"Kingston, Frontenac, and Lennox and Addington Health Unit",2020-03-08,0
"Kingston, Frontenac, and Lennox and Addington Health Unit",2020-03-09,0
"Kingston, Frontenac, and Lennox and Addington Health Unit",2020-03-10,0
"Kingston, Frontenac, and Lennox and Addington Health Unit",2020-03-11,0
"Kingston, Frontenac, and Lennox and Addington Health Unit",2020-03-12,0
"Kingston, Frontenac, and Lennox and Addington Health Unit",2020-03-13,0
"Kingston, Frontenac, and Lennox and Addington Health Unit",2020-03-14,0
"Kingston, Frontenac, and Lennox and Addington Health Unit",2020-03-15,0
"Kingston, Frontenac, and Lennox and Addington Health Unit",2020-03-16,0
"Kingston, Frontenac, and Lennox and Addington Health Unit",2020-03-17,3
"Kingston, Frontenac, and Lennox and Addington Health Unit",2020-03-18,0
"Kingston, Frontenac, and Lennox and Addington Health Unit",2020-03-19,0
"Kingston, Frontenac, and Lennox and Addington Health Unit",2020-03-20,0
"Kingston, Frontenac, and Lennox and Addington Health Unit",2020-03-21,0
"Kingston, Frontenac, and Lennox and Addington Health Unit",2020-03-22,0
"Kingston, Frontenac, and Lennox and Addington Health Unit",2020-03-23,1
"Kingston, Frontenac, and Lennox and Addington Health Unit",2020-03-24,3
"Kingston, Frontenac, and Lennox and Addington Health Unit",2020-03-25,5
"Kingston, Frontenac, and Lennox and Addington Health Unit",2020-03-26,2
"Kingston, Frontenac, and Lennox and Addington Health Unit",2020-03-27,2
"Kingston, Frontenac, and Lennox and Addington Health Unit",2020-03-28,1
"Kingston, Frontenac, and Lennox and Addington Health Unit",2020-03-29,0
"Kingston, Frontenac, and Lennox and Addington Health Unit",2020-03-30,17
"Kingston, Frontenac, and Lennox and Addington Health Unit",2020-03-31,0
"Kingston, Frontenac, and Lennox and Addington Health Unit",2020-04-01,12
"Kingston, Frontenac, and Lennox and Addington Health Unit",2020-04-02,1
"Kingston, Frontenac, and Lennox and Addington Health Unit",2020-04-03,1
"Kingston, Frontenac, and Lennox and Addington Health Unit",2020-04-04,4
"Kingston, Frontenac, and Lennox and Addington Health Unit",2020-04-05,1
"Kingston, Frontenac, and Lennox and Addington Health Unit",2020-04-06,0
"Kingston, Frontenac, and Lennox and Addington Health Unit",2020-04-07,0
"Kingston, Frontenac, and Lennox and Addington Health Unit",2020-04-08,0
"Kingston, Frontenac, and Lennox and Addington Health Unit",2020-04-09,0
"Kingston, Frontenac, and Lennox and Addington Health Unit",2020-04-10,0
"Kingston, Frontenac, and Lennox and Addington Health Unit",2020-04-11,2
Renfrew,2020-02-29,0
Renfrew,2020-03-01,0
Renfrew,2020-03-02,0
Renfrew,2020-03-03,0
Renfrew,2020-03-04,0
Renfrew,2020-03-05,0
Renfrew,2020-03-06,0
Renfrew,2020-03-07,0
Renfrew,2020-03-08,0
Renfrew,2020-03-09,0
Renfrew,2020-03-10,0
Renfrew,2020-03-11,0
Renfrew,2020-03-12,0
Renfrew,2020-03-13,0
Renfrew,2020-03-14,0
Renfrew,2020-03-15,0
Renfrew,2020-03-16,0
Renfrew,2020-03-17,0
Renfrew,2020-03-18,0
Renfrew,2020-03-19,0
Renfrew,2020-03-20,0
Renfrew,2020-03-21,0
Renfrew,2020-03-22,0
Renfrew,2020-03-23,0
Renfrew,2020-03-24,0
Renfrew,2020-03-25,0
Renfrew,2020-03-26,1
Renfrew,2020-03-27,0
Renfrew,2020-03-28,0
Renfrew,2020-03-29,1
Renfrew,2020-03-30,0
Renfrew,2020-03-31,5
Renfrew,2020-04-01,0
Renfrew,2020-04-02,0
Renfrew,2020-04-03,0
Renfrew,2020-04-04,0
Renfrew,2020-04-05,0
Renfrew,2020-04-06,2
Renfrew,2020-04-07,1
Renfrew,2020-04-08,2
Renfrew,2020-04-09,0
