id,date,region,category,value
1819,2020-02-25,Nova Scotia,Transit stations,4.43
1821,2020-02-27,Nova Scotia,Transit stations,-8.1
1823,2020-02-29,Nova Scotia,Transit stations,12.63
1825,2020-03-02,Nova Scotia,Transit stations,4.05
1827,2020-03-04,Nova Scotia,Transit stations,1.85
1829,2020-03-06,Nova Scotia,Transit stations,6.14
1831,2020-03-08,Nova Scotia,Transit stations,32.38
1833,2020-03-10,Nova Scotia,Transit stations,-0.01
1835,2020-03-12,Nova Scotia,Transit stations,1.96
1644,2020-02-18,Northwest Territories,Workplace,2.34
1646,2020-02-20,Northwest Territories,Workplace,-2.27
1648,2020-02-22,Northwest Territories,Workplace,5.45
1650,2020-02-25,Northwest Territories,Workplace,1.55
1652,2020-02-27,Northwest Territories,Workplace,-1.52
1654,2020-02-29,Northwest Territories,Workplace,7.27
1656,2020-03-03,Northwest Territories,Workplace,1.55
1658,2020-03-05,Northwest Territories,Workplace,-0.76
1660,2020-03-07,Northwest Territories,Workplace,3.63
1662,2020-03-10,Northwest Territories,Workplace,3.12
1664,2020-03-12,Northwest Territories,Workplace,-3.04
1666,2020-03-14,Northwest Territories,Workplace,-1.82
1668,2020-03-17,Northwest Territories,Workplace,-14.85
1670,2020-03-19,Northwest Territories,Workplace,-34.09
1672,2020-03-21,Northwest Territories,Workplace,-27.28
1674,2020-03-23,Northwest Territories,Workplace,-45.24
1676,2020-03-25,Northwest Territories,Workplace,-48.06
1678,2020-03-27,Northwest Territories,Workplace,-49.22
1680,2020-03-29,Northwest Territories,Workplace,-31.81
1682,2020-02-17,Nova Scotia,Retail & recreation,-34.64
1684,2020-02-19,Nova Scotia,Retail & recreation,-0.74
1686,2020-02-21,Nova Scotia,Retail & recreation,0.38
1688,2020-02-23,Nova Scotia,Retail & recreation,53.38
1690,2020-02-25,Nova Scotia,Retail & recreation,-0.52
1692,2020-02-27,Nova Scotia,Retail & recreation,-5.87
1694,2020-02-29,Nova Scotia,Retail & recreation,1.67
1696,2020-03-02,Nova Scotia,Retail & recreation,4.99
1698,2020-03-04,Nova Scotia,Retail & recreation,1.51
1700,2020-03-06,Nova Scotia,Retail & recreation,7.0
1702,2020-03-08,Nova Scotia,Retail & recreation,54.22
1704,2020-03-10,Nova Scotia,Retail & recreation,-1.33
1706,2020-03-12,Nova Scotia,Retail & recreation,12.9
1708,2020-03-14,Nova Scotia,Retail & recreation,-6.14
1710,2020-03-16,Nova Scotia,Retail & recreation,-4.82
1712,2020-03-18,Nova Scotia,Retail & recreation,-29.76
1714,2020-03-20,Nova Scotia,Retail & recreation,-43.36
1716,2020-03-22,Nova Scotia,Retail & recreation,-33.82
1718,2020-03-24,Nova Scotia,Retail & recreation,-64.91
1720,2020-03-26,Nova Scotia,Retail & recreation,-58.04
1722,2020-03-28,Nova Scotia,Retail & recreation,-55.67
1724,2020-02-16,Nova Scotia,Grocery & pharmacy,51.46
1726,2020-02-18,Nova Scotia,Grocery & pharmacy,16.51
1728,2020-02-20,Nova Scotia,Grocery & pharmacy,2.55
1730,2020-02-22,Nova Scotia,Grocery & pharmacy,-2.78
1732,2020-02-24,Nova Scotia,Grocery & pharmacy,1.96
1734,2020-02-26,Nova Scotia,Grocery & pharmacy,4.16
1736,2020-02-28,Nova Scotia,Grocery & pharmacy,1.98
1738,2020-03-01,Nova Scotia,Grocery & pharmacy,32.23
1740,2020-03-03,Nova Scotia,Grocery & pharmacy,5.0
1742,2020-03-05,Nova Scotia,Grocery & pharmacy,4.63
1744,2020-03-07,Nova Scotia,Grocery & pharmacy,-13.28
1746,2020-03-09,Nova Scotia,Grocery & pharmacy,3.27
1748,2020-03-11,Nova Scotia,Grocery & pharmacy,1.36
1750,2020-03-13,Nova Scotia,Grocery & pharmacy,27.31
1752,2020-03-15,Nova Scotia,Grocery & pharmacy,63.55
1754,2020-03-17,Nova Scotia,Grocery & pharmacy,14.99
1756,2020-03-19,Nova Scotia,Grocery & pharmacy,4.32
1758,2020-03-21,Nova Scotia,Grocery & pharmacy,-21.38
1760,2020-03-23,Nova Scotia,Grocery & pharmacy,-20.74
1762,2020-03-25,Nova Scotia,Grocery & pharmacy,-20.94
1764,2020-03-27,Nova Scotia,Grocery & pharmacy,-23.66
1766,2020-03-29,Nova Scotia,Grocery & pharmacy,-7.24
1768,2020-02-17,Nova Scotia,Parks,104.87
1770,2020-02-19,Nova Scotia,Parks,-3.85
1772,2020-02-21,Nova Scotia,Parks,-15.52
1774,2020-02-23,Nova Scotia,Parks,201.54
1776,2020-02-25,Nova Scotia,Parks,6.21
1778,2020-02-27,Nova Scotia,Parks,-17.58
1780,2020-02-29,Nova Scotia,Parks,2.22
1782,2020-03-02,Nova Scotia,Parks,15.85
1784,2020-03-04,Nova Scotia,Parks,-8.24
1786,2020-03-06,Nova Scotia,Parks,15.51
1788,2020-03-08,Nova Scotia,Parks,141.07
1790,2020-03-10,Nova Scotia,Parks,-9.04
1792,2020-03-12,Nova Scotia,Parks,40.6
1794,2020-03-14,Nova Scotia,Parks,21.11
1796,2020-03-16,Nova Scotia,Parks,20.12
1798,2020-03-18,Nova Scotia,Parks,70.88
1800,2020-03-20,Nova Scotia,Parks,-22.41
1802,2020-03-22,Nova Scotia,Parks,82.94
1804,2020-03-24,Nova Scotia,Parks,-53.67
1806,2020-03-26,Nova Scotia,Parks,-47.28
1808,2020-03-28,Nova Scotia,Parks,-3.7
1810,2020-02-16,Nova Scotia,Transit stations,27.12
1812,2020-02-18,Nova Scotia,Transit stations,-0.41
1814,2020-02-20,Nova Scotia,Transit stations,-3.17
1816,2020-02-22,Nova Scotia,Transit stations,4.1
1818,2020-02-24,Nova Scotia,Transit stations,3.03
1820,2020-02-26,Nova Scotia,Transit stations,9.29
1822,2020-02-28,Nova Scotia,Transit stations,6.14
1824,2020-03-01,Nova Scotia,Transit stations,28.33
1826,2020-03-03,Nova Scotia,Transit stations,2.41
1828,2020-03-05,Nova Scotia,Transit stations,-0.01
1830,2020-03-07,Nova Scotia,Transit stations,-8.24
1832,2020-03-09,Nova Scotia,Transit stations,2.84
1834,2020-03-11,Nova Scotia,Transit stations,2.68
1836,2020-03-13,Nova Scotia,Transit stations,-7.36
1838,2020-03-15,Nova Scotia,Transit stations,12.54
1840,2020-03-17,Nova Scotia,Transit stations,-33.07
1837,2020-03-14,Nova Scotia,Transit stations,-2.06
1839,2020-03-16,Nova Scotia,Transit stations,-26.78
1841,2020-03-18,Nova Scotia,Transit stations,-36.17
1843,2020-03-20,Nova Scotia,Transit stations,-48.62
1845,2020-03-22,Nova Scotia,Transit stations,-38.47
1847,2020-03-24,Nova Scotia,Transit stations,-66.14
1849,2020-03-26,Nova Scotia,Transit stations,-68.64
1851,2020-03-28,Nova Scotia,Transit stations,-52.36
1853,2020-02-16,Nova Scotia,Workplace,13.84
1855,2020-02-18,Nova Scotia,Workplace,-2.24
1857,2020-02-20,Nova Scotia,Workplace,-0.11
1859,2020-02-22,Nova Scotia,Workplace,0.71
1861,2020-02-24,Nova Scotia,Workplace,2.04
1863,2020-02-26,Nova Scotia,Workplace,2.21
1865,2020-02-28,Nova Scotia,Workplace,4.78
1867,2020-03-01,Nova Scotia,Workplace,17.48
1869,2020-03-03,Nova Scotia,Workplace,2.84
1871,2020-03-05,Nova Scotia,Workplace,4.95
1873,2020-03-07,Nova Scotia,Workplace,-1.9
1875,2020-03-09,Nova Scotia,Workplace,2.14
1877,2020-03-11,Nova Scotia,Workplace,0.57
1879,2020-03-13,Nova Scotia,Workplace,0.93
1881,2020-03-15,Nova Scotia,Workplace,13.07
1883,2020-03-17,Nova Scotia,Workplace,-37.36
1885,2020-03-19,Nova Scotia,Workplace,-44.43
1887,2020-03-21,Nova Scotia,Workplace,-34.42
1889,2020-03-23,Nova Scotia,Workplace,-54.9
1891,2020-03-25,Nova Scotia,Workplace,-58.03
1893,2020-03-27,Nova Scotia,Workplace,-56.71
1895,2020-03-29,Nova Scotia,Workplace,-31.62
1897,2020-02-17,Nova Scotia,Residential,14.71
1899,2020-02-19,Nova Scotia,Residential,1.8
1901,2020-02-21,Nova Scotia,Residential,1.01
1903,2020-02-23,Nova Scotia,Residential,-6.61
1905,2020-02-25,Nova Scotia,Residential,0.44
1907,2020-02-27,Nova Scotia,Residential,2.26
1909,2020-02-29,Nova Scotia,Residential,0.09
1911,2020-03-02,Nova Scotia,Residential,0.67
1913,2020-03-04,Nova Scotia,Residential,1.34
1915,2020-03-06,Nova Scotia,Residential,-0.11
1917,2020-03-08,Nova Scotia,Residential,-5.61
1919,2020-03-10,Nova Scotia,Residential,1.63
1921,2020-03-12,Nova Scotia,Residential,-0.84
1923,2020-03-14,Nova Scotia,Residential,2.44
1925,2020-03-16,Nova Scotia,Residential,8.54
1927,2020-03-18,Nova Scotia,Residential,13.81
1929,2020-03-20,Nova Scotia,Residential,18.94
1931,2020-03-22,Nova Scotia,Residential,3.7
1933,2020-03-24,Nova Scotia,Residential,23.49
1935,2020-03-26,Nova Scotia,Residential,22.29
1937,2020-03-28,Nova Scotia,Residential,13.83
1939,2020-02-19,Nunavut,Retail & recreation,-4.39
1941,2020-02-22,Nunavut,Retail & recreation,-1.7
1943,2020-02-28,Nunavut,Retail & recreation,4.76
1945,2020-03-04,Nunavut,Retail & recreation,1.46
1947,2020-03-07,Nunavut,Retail & recreation,-3.4
1949,2020-03-11,Nunavut,Retail & recreation,1.46
1951,2020-03-14,Nunavut,Retail & recreation,-6.36
1953,2020-03-19,Nunavut,Retail & recreation,-9.09
1955,2020-03-21,Nunavut,Retail & recreation,-35.6
1957,2020-03-24,Nunavut,Retail & recreation,-27.91
1959,2020-03-26,Nunavut,Retail & recreation,-18.19
1961,2020-03-28,Nunavut,Retail & recreation,-44.07
1963,2020-02-17,Nunavut,Workplace,-7.32
1965,2020-02-19,Nunavut,Workplace,-2.47
1967,2020-02-21,Nunavut,Workplace,-3.66
1969,2020-02-25,Nunavut,Workplace,3.75
1971,2020-02-27,Nunavut,Workplace,6.32
1973,2020-03-02,Nunavut,Workplace,4.88
1975,2020-03-04,Nunavut,Workplace,4.93
1977,2020-03-06,Nunavut,Workplace,9.76
1979,2020-03-10,Nunavut,Workplace,5.0
1981,2020-03-12,Nunavut,Workplace,8.86
1983,2020-03-16,Nunavut,Workplace,-6.1
1985,2020-03-18,Nunavut,Workplace,-18.52
1987,2020-03-20,Nunavut,Workplace,-23.17
1989,2020-03-23,Nunavut,Workplace,-39.02
1991,2020-03-25,Nunavut,Workplace,-38.27
1993,2020-03-27,Nunavut,Workplace,-40.24
1995,2020-03-29,Nunavut,Workplace,-31.58
1997,2020-02-17,Ontario,Retail & recreation,-25.73
1999,2020-02-19,Ontario,Retail & recreation,0.46
2001,2020-02-21,Ontario,Retail & recreation,0.88
2003,2020-02-23,Ontario,Retail & recreation,12.08
2005,2020-02-25,Ontario,Retail & recreation,1.12
2007,2020-02-27,Ontario,Retail & recreation,-12.59
2009,2020-02-29,Ontario,Retail & recreation,5.37
2011,2020-03-02,Ontario,Retail & recreation,2.04
2013,2020-03-04,Ontario,Retail & recreation,3.9
2015,2020-03-06,Ontario,Retail & recreation,-2.52
2017,2020-03-08,Ontario,Retail & recreation,12.92
2019,2020-03-10,Ontario,Retail & recreation,0.54
2021,2020-03-12,Ontario,Retail & recreation,5.8
2023,2020-03-14,Ontario,Retail & recreation,-10.07
2025,2020-03-16,Ontario,Retail & recreation,-12.43
2027,2020-03-18,Ontario,Retail & recreation,-35.77
2029,2020-03-20,Ontario,Retail & recreation,-44.68
2031,2020-03-22,Ontario,Retail & recreation,-50.63
2033,2020-03-24,Ontario,Retail & recreation,-48.16
2035,2020-03-26,Ontario,Retail & recreation,-54.76
2037,2020-03-28,Ontario,Retail & recreation,-60.25
2039,2020-02-16,Ontario,Grocery & pharmacy,12.98
3045,2020-03-27,Yukon,Workplace,-45.81
1842,2020-03-19,Nova Scotia,Transit stations,-42.41
1844,2020-03-21,Nova Scotia,Transit stations,-37.65
1846,2020-03-23,Nova Scotia,Transit stations,-57.81
1848,2020-03-25,Nova Scotia,Transit stations,-57.24
1850,2020-03-27,Nova Scotia,Transit stations,-65.28
1852,2020-03-29,Nova Scotia,Transit stations,-44.54
1854,2020-02-17,Nova Scotia,Workplace,-66.53
1856,2020-02-19,Nova Scotia,Workplace,-4.76
1858,2020-02-21,Nova Scotia,Workplace,2.44
1860,2020-02-23,Nova Scotia,Workplace,19.55
1862,2020-02-25,Nova Scotia,Workplace,1.51
1864,2020-02-27,Nova Scotia,Workplace,1.37
1866,2020-02-29,Nova Scotia,Workplace,3.59
1868,2020-03-02,Nova Scotia,Workplace,3.4
1870,2020-03-04,Nova Scotia,Workplace,1.18
1872,2020-03-06,Nova Scotia,Workplace,7.22
1874,2020-03-08,Nova Scotia,Workplace,18.9
1876,2020-03-10,Nova Scotia,Workplace,0.93
1878,2020-03-12,Nova Scotia,Workplace,3.25
1880,2020-03-14,Nova Scotia,Workplace,-1.18
1882,2020-03-16,Nova Scotia,Workplace,-28.73
1884,2020-03-18,Nova Scotia,Workplace,-42.3
1886,2020-03-20,Nova Scotia,Workplace,-47.14
1888,2020-03-22,Nova Scotia,Workplace,-24.88
1890,2020-03-24,Nova Scotia,Workplace,-61.07
1892,2020-03-26,Nova Scotia,Workplace,-59.13
1894,2020-03-28,Nova Scotia,Workplace,-42.41
1896,2020-02-16,Nova Scotia,Residential,-6.48
1898,2020-02-18,Nova Scotia,Residential,0.43
1900,2020-02-20,Nova Scotia,Residential,-0.58
1902,2020-02-22,Nova Scotia,Residential,0.43
1904,2020-02-24,Nova Scotia,Residential,0.7
1906,2020-02-26,Nova Scotia,Residential,-0.63
1908,2020-02-28,Nova Scotia,Residential,1.09
1910,2020-03-01,Nova Scotia,Residential,-4.41
1912,2020-03-03,Nova Scotia,Residential,0.62
1914,2020-03-05,Nova Scotia,Residential,-0.38
1916,2020-03-07,Nova Scotia,Residential,4.27
1918,2020-03-09,Nova Scotia,Residential,1.44
1920,2020-03-11,Nova Scotia,Residential,1.28
1922,2020-03-13,Nova Scotia,Residential,2.57
1924,2020-03-15,Nova Scotia,Residential,-3.82
1926,2020-03-17,Nova Scotia,Residential,11.87
1928,2020-03-19,Nova Scotia,Residential,13.78
1930,2020-03-21,Nova Scotia,Residential,11.2
1932,2020-03-23,Nova Scotia,Residential,19.19
1934,2020-03-25,Nova Scotia,Residential,20.37
1936,2020-03-27,Nova Scotia,Residential,23.65
1938,2020-03-29,Nova Scotia,Residential,4.55
1940,2020-02-21,Nunavut,Retail & recreation,-7.95
1942,2020-02-26,Nunavut,Retail & recreation,9.26
1944,2020-02-29,Nunavut,Retail & recreation,13.55
1946,2020-03-06,Nunavut,Retail & recreation,-1.6
1948,2020-03-08,Nunavut,Retail & recreation,-47.23
1950,2020-03-13,Nunavut,Retail & recreation,-0.01
1952,2020-03-18,Nunavut,Retail & recreation,-14.16
1954,2020-03-20,Nunavut,Retail & recreation,-17.47
1956,2020-03-23,Nunavut,Retail & recreation,-30.01
1958,2020-03-25,Nunavut,Retail & recreation,-31.72
1960,2020-03-27,Nunavut,Retail & recreation,-34.93
1962,2020-03-29,Nunavut,Retail & recreation,-47.23
1964,2020-02-18,Nunavut,Workplace,-3.75
1966,2020-02-20,Nunavut,Workplace,1.26
1968,2020-02-24,Nunavut,Workplace,3.65
1970,2020-02-26,Nunavut,Workplace,4.93
1972,2020-02-28,Nunavut,Workplace,3.65
1974,2020-03-03,Nunavut,Workplace,6.25
1976,2020-03-05,Nunavut,Workplace,7.59
1978,2020-03-09,Nunavut,Workplace,-13.41
1980,2020-03-11,Nunavut,Workplace,7.4
1982,2020-03-13,Nunavut,Workplace,2.44
1984,2020-03-17,Nunavut,Workplace,-10.0
1986,2020-03-19,Nunavut,Workplace,-20.26
1988,2020-03-21,Nunavut,Workplace,-18.61
1990,2020-03-24,Nunavut,Workplace,-35.0
1992,2020-03-26,Nunavut,Workplace,-37.97
1994,2020-03-28,Nunavut,Workplace,-34.89
1996,2020-02-16,Ontario,Retail & recreation,15.56
1998,2020-02-18,Ontario,Retail & recreation,-1.31
2000,2020-02-20,Ontario,Retail & recreation,3.56
2002,2020-02-22,Ontario,Retail & recreation,8.42
2004,2020-02-24,Ontario,Retail & recreation,2.16
2006,2020-02-26,Ontario,Retail & recreation,-8.37
2008,2020-02-28,Ontario,Retail & recreation,-5.5
2010,2020-03-01,Ontario,Retail & recreation,11.3
2012,2020-03-03,Ontario,Retail & recreation,0.54
2014,2020-03-05,Ontario,Retail & recreation,5.7
2016,2020-03-07,Ontario,Retail & recreation,9.69
2018,2020-03-09,Ontario,Retail & recreation,3.96
2020,2020-03-11,Ontario,Retail & recreation,2.87
2022,2020-03-13,Ontario,Retail & recreation,-2.59
2024,2020-03-15,Ontario,Retail & recreation,-10.25
2026,2020-03-17,Ontario,Retail & recreation,-29.31
2028,2020-03-19,Ontario,Retail & recreation,-37.84
2030,2020-03-21,Ontario,Retail & recreation,-48.47
2032,2020-03-23,Ontario,Retail & recreation,-46.69
2034,2020-03-25,Ontario,Retail & recreation,-54.45
2036,2020-03-27,Ontario,Retail & recreation,-54.33
2038,2020-03-29,Ontario,Retail & recreation,-58.68
2040,2020-02-17,Ontario,Grocery & pharmacy,-37.16
2042,2020-02-19,Ontario,Grocery & pharmacy,3.69
2044,2020-02-21,Ontario,Grocery & pharmacy,-2.82
3046,2020-03-28,Yukon,Workplace,-31.11
2041,2020-02-18,Ontario,Grocery & pharmacy,12.17
2043,2020-02-20,Ontario,Grocery & pharmacy,3.8
2045,2020-02-22,Ontario,Grocery & pharmacy,6.11
2047,2020-02-24,Ontario,Grocery & pharmacy,2.1
2049,2020-02-26,Ontario,Grocery & pharmacy,-5.14
2051,2020-02-28,Ontario,Grocery & pharmacy,-4.22
2053,2020-03-01,Ontario,Grocery & pharmacy,9.84
2055,2020-03-03,Ontario,Grocery & pharmacy,3.1
2057,2020-03-05,Ontario,Grocery & pharmacy,6.0
2059,2020-03-07,Ontario,Grocery & pharmacy,8.54
2061,2020-03-09,Ontario,Grocery & pharmacy,5.12
2063,2020-03-11,Ontario,Grocery & pharmacy,7.43
2065,2020-03-13,Ontario,Grocery & pharmacy,40.91
2067,2020-03-15,Ontario,Grocery & pharmacy,14.05
2069,2020-03-17,Ontario,Grocery & pharmacy,14.91
2071,2020-03-19,Ontario,Grocery & pharmacy,2.05
2073,2020-03-21,Ontario,Grocery & pharmacy,-12.24
2075,2020-03-23,Ontario,Grocery & pharmacy,-12.88
2077,2020-03-25,Ontario,Grocery & pharmacy,-22.9
2079,2020-03-27,Ontario,Grocery & pharmacy,-20.56
2081,2020-03-29,Ontario,Grocery & pharmacy,-33.3
2083,2020-02-17,Ontario,Parks,69.5
2085,2020-02-19,Ontario,Parks,-4.28
2087,2020-02-21,Ontario,Parks,10.83
2089,2020-02-23,Ontario,Parks,53.19
2091,2020-02-25,Ontario,Parks,2.37
2093,2020-02-27,Ontario,Parks,-16.8
2095,2020-02-29,Ontario,Parks,8.94
2097,2020-03-02,Ontario,Parks,0.19
2099,2020-03-04,Ontario,Parks,1.45
2101,2020-03-06,Ontario,Parks,-3.65
2103,2020-03-08,Ontario,Parks,85.67
2105,2020-03-10,Ontario,Parks,-1.94
2107,2020-03-12,Ontario,Parks,9.32
2109,2020-03-14,Ontario,Parks,4.72
2111,2020-03-16,Ontario,Parks,10.49
2113,2020-03-18,Ontario,Parks,0.79
2115,2020-03-20,Ontario,Parks,-15.4
2117,2020-03-22,Ontario,Parks,6.15
2119,2020-03-24,Ontario,Parks,-6.03
2121,2020-03-26,Ontario,Parks,-10.15
2123,2020-03-28,Ontario,Parks,-31.4
2125,2020-02-16,Ontario,Transit stations,4.88
2127,2020-02-18,Ontario,Transit stations,1.8
2129,2020-02-20,Ontario,Transit stations,-0.19
2131,2020-02-22,Ontario,Transit stations,10.54
2133,2020-02-24,Ontario,Transit stations,-1.72
2135,2020-02-26,Ontario,Transit stations,-6.05
2137,2020-02-28,Ontario,Transit stations,-1.13
2139,2020-03-01,Ontario,Transit stations,4.33
2141,2020-03-03,Ontario,Transit stations,0.45
2143,2020-03-05,Ontario,Transit stations,2.05
2145,2020-03-07,Ontario,Transit stations,7.59
2147,2020-03-09,Ontario,Transit stations,-3.34
2149,2020-03-11,Ontario,Transit stations,-4.97
2151,2020-03-13,Ontario,Transit stations,-15.65
2153,2020-03-15,Ontario,Transit stations,-21.56
2155,2020-03-17,Ontario,Transit stations,-46.29
2157,2020-03-19,Ontario,Transit stations,-53.68
2159,2020-03-21,Ontario,Transit stations,-49.16
2161,2020-03-23,Ontario,Transit stations,-65.57
2163,2020-03-25,Ontario,Transit stations,-67.09
2165,2020-03-27,Ontario,Transit stations,-66.87
2167,2020-03-29,Ontario,Transit stations,-66.34
2169,2020-02-17,Ontario,Workplace,-72.37
2171,2020-02-19,Ontario,Workplace,1.0
2173,2020-02-21,Ontario,Workplace,-6.68
2175,2020-02-23,Ontario,Workplace,4.72
2177,2020-02-25,Ontario,Workplace,3.2
2179,2020-02-27,Ontario,Workplace,-7.83
2181,2020-02-29,Ontario,Workplace,7.9
2183,2020-03-02,Ontario,Workplace,3.8
2185,2020-03-04,Ontario,Workplace,3.52
2187,2020-03-06,Ontario,Workplace,3.08
2189,2020-03-08,Ontario,Workplace,4.74
2191,2020-03-10,Ontario,Workplace,2.81
2193,2020-03-12,Ontario,Workplace,1.22
2195,2020-03-14,Ontario,Workplace,0.42
2197,2020-03-16,Ontario,Workplace,-30.56
2199,2020-03-18,Ontario,Workplace,-44.28
2201,2020-03-20,Ontario,Workplace,-49.35
2203,2020-03-22,Ontario,Workplace,-37.52
2205,2020-03-24,Ontario,Workplace,-56.87
2207,2020-03-26,Ontario,Workplace,-61.48
2209,2020-03-28,Ontario,Workplace,-46.04
2211,2020-02-16,Ontario,Residential,-2.31
2213,2020-02-18,Ontario,Residential,0.66
2215,2020-02-20,Ontario,Residential,-0.03
2217,2020-02-22,Ontario,Residential,-1.82
2219,2020-02-24,Ontario,Residential,0.19
2221,2020-02-26,Ontario,Residential,2.86
2223,2020-02-28,Ontario,Residential,2.19
2225,2020-03-01,Ontario,Residential,-0.72
2227,2020-03-03,Ontario,Residential,-0.11
2229,2020-03-05,Ontario,Residential,0.42
2231,2020-03-07,Ontario,Residential,-1.46
2233,2020-03-09,Ontario,Residential,0.57
2235,2020-03-11,Ontario,Residential,0.93
2237,2020-03-13,Ontario,Residential,3.47
2239,2020-03-15,Ontario,Residential,3.97
2241,2020-03-17,Ontario,Residential,14.57
2243,2020-03-19,Ontario,Residential,19.0
2245,2020-03-21,Ontario,Residential,12.75
2247,2020-03-23,Ontario,Residential,22.13
2249,2020-03-25,Ontario,Residential,24.67
2046,2020-02-23,Ontario,Grocery & pharmacy,6.04
2048,2020-02-25,Ontario,Grocery & pharmacy,6.96
2050,2020-02-27,Ontario,Grocery & pharmacy,-12.1
2052,2020-02-29,Ontario,Grocery & pharmacy,6.29
2054,2020-03-02,Ontario,Grocery & pharmacy,3.54
2056,2020-03-04,Ontario,Grocery & pharmacy,4.06
2058,2020-03-06,Ontario,Grocery & pharmacy,-4.03
2060,2020-03-08,Ontario,Grocery & pharmacy,9.82
2062,2020-03-10,Ontario,Grocery & pharmacy,3.9
2064,2020-03-12,Ontario,Grocery & pharmacy,32.11
2066,2020-03-14,Ontario,Grocery & pharmacy,25.76
2068,2020-03-16,Ontario,Grocery & pharmacy,26.65
2070,2020-03-18,Ontario,Grocery & pharmacy,1.22
2072,2020-03-20,Ontario,Grocery & pharmacy,-7.89
2074,2020-03-22,Ontario,Grocery & pharmacy,-21.91
2076,2020-03-24,Ontario,Grocery & pharmacy,-11.53
2078,2020-03-26,Ontario,Grocery & pharmacy,-22.06
2080,2020-03-28,Ontario,Grocery & pharmacy,-28.53
2082,2020-02-16,Ontario,Parks,44.22
2084,2020-02-18,Ontario,Parks,-5.37
2086,2020-02-20,Ontario,Parks,2.51
2088,2020-02-22,Ontario,Parks,44.31
2090,2020-02-24,Ontario,Parks,18.11
2092,2020-02-26,Ontario,Parks,-15.21
2094,2020-02-28,Ontario,Parks,-10.03
2096,2020-03-01,Ontario,Parks,23.35
2098,2020-03-03,Ontario,Parks,-5.92
2100,2020-03-05,Ontario,Parks,21.47
2102,2020-03-07,Ontario,Parks,40.81
2104,2020-03-09,Ontario,Parks,40.49
2106,2020-03-11,Ontario,Parks,0.62
2108,2020-03-13,Ontario,Parks,-6.91
2110,2020-03-15,Ontario,Parks,43.51
2112,2020-03-17,Ontario,Parks,1.84
2114,2020-03-19,Ontario,Parks,10.6
2116,2020-03-21,Ontario,Parks,16.49
2118,2020-03-23,Ontario,Parks,-39.14
2120,2020-03-25,Ontario,Parks,4.94
2122,2020-03-27,Ontario,Parks,10.02
2124,2020-03-29,Ontario,Parks,-13.72
2126,2020-02-17,Ontario,Transit stations,-39.64
2128,2020-02-19,Ontario,Transit stations,-2.06
2130,2020-02-21,Ontario,Transit stations,-1.42
2132,2020-02-23,Ontario,Transit stations,9.32
2134,2020-02-25,Ontario,Transit stations,1.14
2136,2020-02-27,Ontario,Transit stations,-5.43
2138,2020-02-29,Ontario,Transit stations,6.43
2140,2020-03-02,Ontario,Transit stations,-1.57
2142,2020-03-04,Ontario,Transit stations,-0.36
2144,2020-03-06,Ontario,Transit stations,-3.04
2146,2020-03-08,Ontario,Transit stations,5.97
2148,2020-03-10,Ontario,Transit stations,-4.41
2150,2020-03-12,Ontario,Transit stations,-5.76
2152,2020-03-14,Ontario,Transit stations,-16.63
2154,2020-03-16,Ontario,Transit stations,-39.41
2156,2020-03-18,Ontario,Transit stations,-51.26
2158,2020-03-20,Ontario,Transit stations,-56.4
2160,2020-03-22,Ontario,Transit stations,-55.26
2162,2020-03-24,Ontario,Transit stations,-64.23
2164,2020-03-26,Ontario,Transit stations,-68.24
2166,2020-03-28,Ontario,Transit stations,-64.8
2168,2020-02-16,Ontario,Workplace,-1.9
2170,2020-02-18,Ontario,Workplace,-0.19
2172,2020-02-20,Ontario,Workplace,1.65
2174,2020-02-22,Ontario,Workplace,7.24
2176,2020-02-24,Ontario,Workplace,2.42
2178,2020-02-26,Ontario,Workplace,-2.14
2180,2020-02-28,Ontario,Workplace,-1.46
2182,2020-03-01,Ontario,Workplace,6.0
2184,2020-03-03,Ontario,Workplace,4.42
2186,2020-03-05,Ontario,Workplace,0.38
2188,2020-03-07,Ontario,Workplace,8.52
2190,2020-03-09,Ontario,Workplace,2.96
2192,2020-03-11,Ontario,Workplace,2.09
2194,2020-03-13,Ontario,Workplace,-4.22
2196,2020-03-15,Ontario,Workplace,-5.72
2198,2020-03-17,Ontario,Workplace,-38.74
2200,2020-03-19,Ontario,Workplace,-47.17
2202,2020-03-21,Ontario,Workplace,-33.6
2204,2020-03-23,Ontario,Workplace,-55.08
2206,2020-03-25,Ontario,Workplace,-60.87
2208,2020-03-27,Ontario,Workplace,-60.61
2210,2020-03-29,Ontario,Workplace,-45.91
2212,2020-02-17,Ontario,Residential,16.1
2214,2020-02-19,Ontario,Residential,0.44
2216,2020-02-21,Ontario,Residential,1.37
2218,2020-02-23,Ontario,Residential,-1.34
2220,2020-02-25,Ontario,Residential,-0.37
2222,2020-02-27,Ontario,Residential,5.23
2224,2020-02-29,Ontario,Residential,-0.91
2226,2020-03-02,Ontario,Residential,0.46
2228,2020-03-04,Ontario,Residential,0.11
2230,2020-03-06,Ontario,Residential,1.0
2232,2020-03-08,Ontario,Residential,-0.81
2234,2020-03-10,Ontario,Residential,0.85
2236,2020-03-12,Ontario,Residential,1.2
2238,2020-03-14,Ontario,Residential,3.43
2240,2020-03-16,Ontario,Residential,10.94
2242,2020-03-18,Ontario,Residential,17.3
2244,2020-03-20,Ontario,Residential,21.28
